"Route ID","标题","国家组合","主策略","辅助策略","Planner Reason","Quality Score","Composition Score","Review Status","是否进入 Feed","数据来源","疑似问题"
"materialized-lmek03-47450","白俄罗斯5天经典首访：白俄罗斯自然腹地到白俄罗斯区域风景带","BY","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约49公里，跨度约49公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1wjbw4n-47451","伯利兹5天铁路旅程：伯利兹自然腹地到伯利兹区域风景带","BZ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1avaavk-47452","加拿大5天公路自驾：加拿大自然腹地到加拿大区域风景带","CA","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约45公里，跨度约45公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-m36tv3-47453","刚果（金）5天经典首访：刚果（金）自然腹地到刚果（金）区域风景带","CD","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-12r62pz-47454","中非共和国5天主题游：中非共和国自然腹地到中非共和国区域风景带","CF","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1ujg8ef-47455","刚果（布）5天经典首访：刚果（布）自然腹地到刚果（布）区域风景带","CG","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-11isxun-47456","瑞士5天经典首访：瑞士自然腹地到瑞士区域风景带","CH","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约52公里，跨度约52公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-19t3bfb-47457","科特迪瓦5天经典首访：科特迪瓦自然腹地到科特迪瓦区域风景带","CI","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-lviwqz-47458","智利5天铁路旅程：智利自然腹地到智利区域风景带","CL","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约53公里，跨度约53公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1lowg2g-47459","喀麦隆5天公路自驾：喀麦隆自然腹地到喀麦隆区域风景带","CM","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-58fd47-47460","哥伦比亚5天经典首访：哥伦比亚自然腹地到哥伦比亚区域风景带","CO","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-wrb0iv-47461","哥斯达黎加5天主题游：哥斯达黎加自然腹地到哥斯达黎加区域风景带","CR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-uj51mf-47462","古巴5天经典首访：古巴自然腹地到古巴区域风景带","CU","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1r915dz-47463","佛得角5天经典首访：佛得角自然腹地到佛得角区域风景带","CV","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-c17bvb-47464","塞浦路斯5天经典首访：塞浦路斯自然腹地到塞浦路斯区域风景带","CY","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约57公里，跨度约57公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-3hgdwr-47465","吉布提5天铁路旅程：吉布提自然腹地到吉布提区域风景带","DJ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-yyznns-47466","丹麦5天公路自驾：丹麦自然腹地到丹麦区域风景带","DK","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约49公里，跨度约49公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-b9nh2f-47467","多米尼加5天经典首访：多米尼加自然腹地到多米尼加区域风景带","DM","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-rtg0sn-47468","多明尼加5天主题游：多明尼加自然腹地到多明尼加区域风景带","DO","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-furdxb-47469","阿尔及利亚5天经典首访：阿尔及利亚自然腹地到阿尔及利亚区域风景带","DZ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-654gn7-47470","厄瓜多尔5天经典首访：厄瓜多尔自然腹地到厄瓜多尔区域风景带","EC","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-rzj3ub-47471","爱沙尼亚5天经典首访：爱沙尼亚自然腹地到爱沙尼亚区域风景带","EE","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约48公里，跨度约48公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-15bgq7j-47472","埃及5天铁路旅程：埃及自然腹地到埃及区域风景带","EG","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-qgos2s-47473","厄立特里亚5天公路自驾：厄立特里亚自然腹地到厄立特里亚区域风景带","ER","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-r6phqb-47474","西班牙5天经典首访：西班牙自然腹地到西班牙区域风景带","ES","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约55公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-ozujwj-47475","埃塞俄比亚5天主题游：埃塞俄比亚自然腹地到埃塞俄比亚区域风景带","ET","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-9imj7-47476","芬兰5天经典首访：芬兰自然腹地到芬兰区域风景带","FI","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约45公里，跨度约45公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1muym0j-47477","斐济5天经典首访：斐济自然腹地到斐济区域风景带","FJ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-xxhkbv-47478","密克罗尼西亚5天经典首访：密克罗尼西亚自然腹地到密克罗尼西亚区域风景带","FM","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1du5d4b-47479","加蓬5天铁路旅程：加蓬自然腹地到加蓬区域风景带","GA","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-6t55ts-47480","格林纳达5天公路自驾：格林纳达自然腹地到格林纳达区域风景带","GD","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1ri09z3-47481","格鲁吉亚5天经典首访：格鲁吉亚自然腹地到格鲁吉亚区域风景带","GE","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约54公里，跨度约54公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-ox94y7-47482","加纳5天主题游：加纳自然腹地到加纳区域风景带","GH","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-rgw91r-47483","冈比亚5天经典首访：冈比亚自然腹地到冈比亚区域风景带","GM","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1wiw23b-47484","几内亚5天经典首访：几内亚自然腹地到几内亚区域风景带","GN","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-t390xb-47485","赤道几内亚5天经典首访：赤道几内亚自然腹地到赤道几内亚区域风景带","GQ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1tdcdnv-47486","危地马拉5天铁路旅程：危地马拉自然腹地到危地马拉区域风景带","GT","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-8ghllk-47487","几内亚比绍5天公路自驾：几内亚比绍自然腹地到几内亚比绍区域风景带","GW","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1q70gov-47488","圭亚那5天经典首访：圭亚那自然腹地到圭亚那区域风景带","GY","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1x2ilhj-47489","洪都拉斯5天主题游：洪都拉斯自然腹地到洪都拉斯区域风景带","HN","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-ryxlun-47490","克罗地亚5天经典首访：克罗地亚自然腹地到克罗地亚区域风景带","HR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约53公里，跨度约53公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1ntehxb-47491","海地5天经典首访：海地自然腹地到海地区域风景带","HT","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-14jv5df-47492","爱尔兰5天经典首访：爱尔兰自然腹地到爱尔兰区域风景带","IE","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约50公里，跨度约50公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-14jo08n-47493","以色列5天铁路旅程：以色列自然腹地到以色列区域风景带","IL","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约58公里，跨度约58公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1tj54ys-47494","印度5天公路自驾：印度自然腹地到印度区域风景带","IN","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约60公里，跨度约60公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1870483-47495","伊拉克5天经典首访：伊拉克自然腹地到伊拉克区域风景带","IQ","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约57公里，跨度约57公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-jb2n2b-47496","伊朗5天主题游：伊朗自然腹地到伊朗区域风景带","IR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约57公里，跨度约57公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-n0f9vv-47497","牙买加5天经典首访：牙买加自然腹地到牙买加区域风景带","JM","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-sqyj57-47498","约旦5天经典首访：约旦自然腹地到约旦区域风景带","JO","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约58公里，跨度约58公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
